,0
12,-1.9414723083545138
9,-0.96484181123569
20,0.9252060038738834
19,-0.907067144219286
4,0.8357162179982639
2,0.8143209172826384
15,-0.5786117298524375
13,0.44718040875338594
18,-0.42166041634672463
16,0.37205411993976967
3,0.13349288182248017
7,-0.13199394298073133
6,0.12790733553584419
1,-0.1198158126214005
21,-0.11252972258297002
0,-0.08210281324932436
8,0.07387155039575467
14,0.06800732883014927
5,0.06752176507036646
10,-0.04500626307889927
11,0.041609708554412546
17,-0.03041061247707482
